Crash ID,Serial #,Crash Month,Crash Day,Crash Year,Week Day Code,Crash Hour,County Code,City Section ID,Urban Area Code,Functional Class Code,NHS Flag,Highway Number,Highway Suffix,Roadway Number,Highway Component,Mileage Type,Connection Number,Linear Reference System (LRS),Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Special Jurisdiction,Jurisdiction Group,Street Number,Nearest Intersecting Street Number,Intersection Sequence Number,Distance from Intersection,Direction From Intersection,Milepoint,Posted Speed Limit,Road Character,Off Roadway Flag,Intersection Type,Intersection Related Flag,Roundabout Flag,Driveway Related Flag,Number of Lanes,Number of Turning Legs,Median Type,Impact Location,Crash Type,Collision Type,Crash Severity,Weather Condition,Road Surface Condition,Light Condition,Traffic Control Device (TCD),TCD Functional Flag,Investigating Agency,Crash Level Event 1 Code,Crash Level Event 2 Code,Crash Level Event 3 Code,Crash Level Cause 1 Code,Crash Level Cause 2 Code,Crash Level Cause 3 Code,School Zone Indicator,Work Zone Indicator,Secondary Crash Indicator,Alcohol-Involved Flag,Drugs Involved Flag,Crash Marijuana Involved Flag,Speed Involved Flag,Crash Level Hit & Run Flag,Population Range Code,Road Control,Route Type,Route Number,Region ID,District ID,Segment Marker ID,Segment Point LRS Measure,Unlocatable Flag,Total Vehicle Count,Total Fatality Count,Total Suspected Serious Injury (A) Count,Total Suspected Minor Injury (B) Count,Total Possible Injury (C) Count,Total Non-Fatal Injury Count,Total Un-Injured  Children Age 00-04,Total Un-Injured Persons,Total Pedestrian Count,Total Pedestrian Fatality Count,Total Pedestrian Non-Fatal Injury Count,Total Pedalcyclist Count,Total Pedalcyclist Fatality Count,Total Pedalcyclist Non-Fatal Injury Count,Total Unknown Non-Motorist Count,Total Unknown Non-Motorist Fatality Count,Total Unknown Non-Motorist Injury Count,Total Vehicle Occupant Count,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown
1841506,1233,4,16,2019,3,3,3,185,68,16,0,26,,1,3,0,,0026AO100S00,45,24,33.73,-122,18,4.93,0,,142,1504,1,,2,22.16,,5,1,,0,0,0,2,,0,6,8,9,4,2,2,2,9,1,3,58,79,10,1,,,,,1,0,1,0,5,4,US,26,1,02C,293_6342,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,
1841506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841641,3242,4,4,2019,5,13,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,49.78,-122,33,51.46,0,,1940,9716,1,,3,5.79,35,3,0,,1,0,0,3,,0,6,E,3,4,1,1,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_25907,,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,
1841641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,1,0
1841641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841685,3276,4,17,2019,4,10,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,52.99,-122,30,38.24,0,,1940,5148,1,,4,8.55,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,1,1,1,0,,,,27,,,,,0,0,0,0,9,2,US,26,1,02B,293_18831,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,
1841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841691,3280,4,17,2019,4,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,36.26,-122,29,23.9,0,,1940,5168,1,,4,9.61,35,1,0,3,0,0,0,0,5,,5,E,3,4,1,1,1,99,1,5,,,,7,,,,,0,0,0,0,9,2,US,26,1,02B,293_14879,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
1841691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841693,3281,4,17,2019,4,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,49.36,-122,30,24.42,0,,1940,5151,1,,3,8.74,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,4,1,3,,,,29,,,0,0,0,0,0,1,9,2,US,26,1,02B,293_13270,,0,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,
1841693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,1,0
1841693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841708,1274,4,21,2019,1,17,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,3.52,-122,16,47.66,0,,1904,1302,1,,4,23.35,40,3,0,,0,0,0,4,,0,5,E,3,4,1,1,5,0,1,0,,,,29,,,,,0,0,0,1,5,4,US,26,1,02C,293_15037,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
1841708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841725,3284,4,17,2019,4,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,52.99,-122,30,38.24,0,,1940,5148,1,,8,8.55,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,1,1,1,5,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_18831,,0,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,
1841725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841766,3302,4,18,2019,5,9,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.77,-122,35,16.82,0,,1940,5073,1,,3,4.59,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_19988,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
1841766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841806,3313,4,18,2019,5,0,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,57.25,-122,30,56.3,0,,1940,5143,1,,2,8.3,35,5,1,,0,0,0,2,,0,3,&,8,4,1,1,2,99,1,3,,,,33,30,,0,0,0,0,1,1,9,2,US,26,1,02B,293_19393,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,
1841806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,9,0
1841806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841855,3337,4,19,2019,6,8,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.57,-122,34,6.56,0,,1940,5092,1,,7,5.59,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,1,1,1,0,13,,,13,,,,,0,0,0,0,9,2,US,26,1,02B,293_10834,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,1,0,2,,,,
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,0
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841914,3366,4,19,2019,6,17,26,247,57,14,1,26,,1,6,0,1,0026AA100S00,45,30,3.27,-122,40,39.31,0,,9330,831,1,,8,0.5,25,5,1,,0,0,0,1,,0,5,8,9,4,3,2,1,15,1,0,45,,,1,,,,,0,0,1,0,9,2,US,26,1,02B,293_8537,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,
1841914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1841914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842069,504,1,18,2019,6,18,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,41.21,-122,29,47.96,0,,1940,5162,1,,4,9.27,35,1,0,1,0,0,0,0,0,,5,3,0,4,3,2,2,1,1,3,,,,2,4,19,0,0,0,0,0,0,9,2,US,26,1,02B,293_17374,,0,1,0,0,1,1,2,0,1,2,0,2,0,0,0,0,0,0,1,3,0,0,1,,,,
1842069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842180,3458,4,23,2019,3,9,26,250,57,14,1,26,,1,0,0,,002600100S00,45,30,4.35,-122,39,54.01,0,,9005,5007,1,,7,0.8,40,8,0,,0,0,0,4,,0,5,E,3,4,1,1,1,99,1,5,13,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_6794,,0,3,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,5,5,4,0,1,,,,
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842244,3468,4,11,2019,5,12,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.66,-122,34,39.68,0,,1940,5082,1,,3,5.14,35,2,0,,0,0,0,4,,0,6,B,6,4,3,2,1,99,1,5,,,,2,,,,,0,0,0,0,9,2,US,26,1,02B,293_21074,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,
1842244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842388,1367,4,7,2019,1,17,3,0,57,14,1,26,,2,0,0,,002600200S00,45,27,31.32,-122,22,48.34,0,,,,,,0,17,55,3,0,,0,0,0,4,,1,4,C,3,4,3,2,5,0,1,0,,,,29,,,,,0,0,0,0,,8,US,26,1,02C,293_6882,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
1842388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842703,1421,5,3,2019,6,14,3,185,68,14,1,26,,2,1,0,,002600200S00,45,23,50.27,-122,15,59.84,0,,1904,201,1,,3,24.08,25,3,0,,0,0,0,2,,0,3,E,3,4,1,1,1,0,1,3,13,,,27,29,,0,0,0,0,0,0,5,4,US,26,1,02C,293_8534,,0,3,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,,
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842741,3661,4,29,2019,2,13,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.87,-122,35,57.05,0,,1940,5062,1,,3,4.05,35,3,1,,0,0,0,4,,0,8,8,9,4,2,1,1,99,1,3,62,,,1,,,,,0,0,1,0,9,2,US,26,1,02B,293_3100,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
1842741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842822,3705,4,30,2019,3,17,26,250,57,14,1,26,,1,0,0,,002600100S00,45,30,4.9,-122,39,46.66,0,,9005,5007,1,,7,0.9,40,8,0,,0,0,0,4,,0,3,E,3,4,1,1,1,99,1,5,13,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_6794,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,1,0,2,,,,
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842862,1443,5,4,2019,7,15,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,3.95,-122,16,48.95,0,,1302,1904,1,,9,23.33,40,1,0,3,0,0,0,0,0,,1,B,6,4,1,1,1,4,1,3,,,,2,,,,,0,0,0,0,5,4,US,26,1,02C,293_15037,,0,2,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,,
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843136,590,1,21,2019,2,13,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.81,-122,37,14.75,0,,1940,5040,1,,9,3,35,1,0,3,0,0,0,0,0,,3,H,6,4,3,2,1,22,1,5,,,,2,,,,,0,0,0,0,9,2,US,26,1,02B,293_19721,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,
