Crash ID,Participant ID,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 1 Code,Participant Cause 2 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code,BAC Test Results Code,Alcohol Use Reported,Drug Use Reported,Participant Marijuana Use Reported,Participant Striker Flag
1831161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831161,3928362.0,69.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1831660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831660,3929496.0,25.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,9.0,9.0,0.0,,,,,
1831660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831660,3929497.0,47.0,1.0,1.0,9.0,2.0,,,,,,0.0,28.0,4.0,,2.0,8.0,,,,,,0.0,0.0,0.0,,,,,
1831698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831698,3929582.0,23.0,1.0,1.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1831698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831698,3929583.0,31.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1832302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832302,3930972.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1832302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832302,3930973.0,50.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1832348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832348,3931089.0,58.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1832348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832348,3931090.0,16.0,1.0,1.0,3.0,2.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0,0.0,0.0,,,,,
1833315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833315,3933230.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,2.0,52.0,,8.0,32.0,,,,,20.0,1.0,0.0,0.0,,,,,
1833381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833381,3933358.0,19.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,47.0,80.0,52.0,1.0,5.0,32.0,,,,,0.0,0.0,0.0,,,,,
1833381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833381,3933359.0,54.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1833535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,3933696.0,62.0,1.0,1.0,9.0,2.0,,,,,,0.0,28.0,,,2.0,,,,,,,,,0.0,,,,,
1833535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,3933697.0,52.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,3933698.0,29.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,3933699.0,31.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833678,3934009.0,19.0,2.0,4.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1833678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833867,3934435.0,54.0,3.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1833867,3934436.0,38.0,,,3.0,,,1.0,1.0,5.0,2.0,36.0,56.0,71.0,,18.0,,,,,,,,1.0,0.0,,,,,
1833899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833899,3934503.0,37.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833899,3934504.0,42.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,28.0,20.0,4.0,2.0,4.0,,,,,,,,0.0,,,,,
1833899,3934505.0,15.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833971,3934674.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,45.0,,,13.0,,,,,,,,,0.0,,,,,
1833971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833971,3934675.0,31.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833979,3934696.0,24.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,47.0,26.0,,1.0,,,,,,,,,0.0,,,,,
1833979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833979,3934697.0,39.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1833986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833986,3934714.0,47.0,1.0,1.0,9.0,2.0,1.0,,,,,38.0,16.0,26.0,,27.0,,,,,,,0.0,0.0,0.0,,,,,
1833986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833986,3934715.0,37.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1833986,3934716.0,9.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1834003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834003,3934752.0,22.0,1.0,2.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1834003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834003,3934753.0,48.0,1.0,2.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834029,3934799.0,35.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1834029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834029,3934800.0,22.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834096,3934963.0,57.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1834096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834096,3934964.0,32.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834202,3935224.0,45.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1834202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834202,3935225.0,41.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834407,3935704.0,21.0,3.0,3.0,9.0,0.0,,,,,,25.0,51.0,,,33.0,16.0,,,,,86.0,9.0,9.0,0.0,,,,,
1834407,3935705.0,19.0,,,4.0,0.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,9.0,9.0,0.0,,,,,
1834440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834440,3935781.0,19.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,16.0,26.0,,27.0,,,,,,,,,0.0,,,,,
1834440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834440,3935782.0,56.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834440,3935783.0,5.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834574,3936093.0,79.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,8.0,,,,,86.0,0.0,0.0,0.0,,,,,
1834574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834574,3936094.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1834574,3936095.0,21.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834655,3936289.0,52.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1834655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834655,3936290.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834655,3936291.0,27.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834655,3936292.0,1.0,,,4.0,4.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834655,3936293.0,2.0,,,4.0,4.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834846,3936733.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,1.0,,0.0,,,,,
1834858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834858,3936755.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1834858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834858,3936756.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835060,3937146.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1835061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835061,3937147.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1835182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835182,3937389.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835182,3937390.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835197,3937422.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835197,3937423.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835205,3937439.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1835211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835211,3937450.0,56.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1835211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835211,3937451.0,24.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835211,3937452.0,0.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835217,3937462.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835225,3937474.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835225,3937475.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835231,3937489.0,21.0,1.0,1.0,9.0,2.0,0.0,,,,,28.0,81.0,,,17.0,,,,,,,,,0.0,,,,,
1835231,3937490.0,84.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835315,3937657.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1835316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835316,3937658.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835316,3937659.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835322,3937669.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835322,3937670.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835330,3937688.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835330,3937689.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835332,3937692.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835374,3937776.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835374,3937777.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835382,3937794.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835382,3937795.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835386,3937805.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,8.0,1.0,0.0,0.0,,,,,
1835459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835459,3937947.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835459,3937948.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835471,3937968.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835471,3937969.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1835511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835511,3938057.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835511,3938058.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835592,3938231.0,42.0,1.0,1.0,4.0,2.0,,,,,,0.0,42.0,,,29.0,,,,,,,,,0.0,,,,,
1835592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835592,3938232.0,56.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835606,3938261.0,46.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835606,3938262.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,,,0.0,,,,,
1835807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835807,3938686.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1835807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835807,3938687.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1836755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836755,3940707.0,16.0,1.0,1.0,4.0,2.0,1.0,,,,,38.0,16.0,43.0,,27.0,7.0,,116.0,,,86.0,0.0,0.0,0.0,,,,,
1836755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836755,3940708.0,43.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,86.0,0.0,0.0,0.0,,,,,
1836788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836788,3940773.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1836788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836788,3940774.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1836814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836814,3940824.0,67.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,4.0,28.0,,8.0,2.0,,,,,,0.0,0.0,0.0,,,,,
1836814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836814,3940825.0,22.0,3.0,1.0,9.0,2.0,1.0,,,,,17.0,81.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1836948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836948,3941098.0,30.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,,,0.0,,,,,
1836948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836948,3941099.0,46.0,1.0,1.0,3.0,2.0,0.0,,,,,17.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1836948,3941100.0,10.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837049,3941320.0,28.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,51.0,47.0,80.0,33.0,1.0,,,,,18.0,1.0,,0.0,,,,,
1837085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837085,3941392.0,73.0,1.0,1.0,9.0,2.0,1.0,,,,,38.0,52.0,16.0,26.0,32.0,27.0,29.0,,,,,0.0,0.0,0.0,,,,,
1837085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837085,3941393.0,66.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,,,,
1837085,3941394.0,10.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837128,3941488.0,77.0,1.0,2.0,4.0,2.0,1.0,,,,,0.0,20.0,47.0,,4.0,1.0,,,,,,,,0.0,,,,,
1837128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837128,3941489.0,32.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837131,3941494.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837205,3941640.0,59.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,,,0.0,,,,,
1837205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837205,3941641.0,53.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837205,3941642.0,32.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837283,3941801.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837283,3941802.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837334,3941905.0,56.0,2.0,4.0,4.0,2.0,,,,,,0.0,28.0,,,2.0,,,,,,,,,0.0,,,,,
1837334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837334,3941906.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837334,3941907.0,17.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,
1837497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
